"Name","Province","Climate ID","Station ID","WMO ID","TC ID","Latitude (Decimal Degrees)","Longitude (Decimal Degrees)","Latitude","Longitude","Elevation (m)","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"WANDERING RIVER RS","ALBERTA","3066935","2628","","","55.2","-112.5","551200000","-1123000000","563.9","1962","2008","","","1962","2008","1962","2007"
"TWIN LAKES","ALBERTA","3066FME","8895","","","54.07","-114.8","540400000","-1144800000","655.3","1998","2007","","","1998","2007","1998","2007"
"WEST PADDLE","ALBERTA","3067259","2630","","","54","-115.35","540000000","-1152100000","762","1969","1970","","","1969","1970","1969","1970"
"WHITECOURT","ALBERTA","3067370","2631","","","54.13","-115.67","540800000","-1154000000","740.7","1942","1978","1953","1978","1942","1978","1942","1978"
"WHITECOURT","ALBERTA","3067371","27658","","XZU","54.14","-115.78","540823008","-1154702000","784.7","1998","2016","1999","2016","1998","2016","1999","2007"
"WHITECOURT A","ALBERTA","3067372","2632","","YZU","54.14","-115.79","540838000","-1154712000","782.4","1978","2019","1978","2014","1978","2019","1978","2007"
"WHITECOURT A","ALBERTA","3067373","51444","71930","YZU","54.14","-115.79","540838000","-1154712000","782.4","2014","2021","2014","2021","2014","2018","",""
"WHITECOURT FOREST HQ","ALBERTA","3067388","2633","","","54.13","-115.68","540800000","-1154100000","740.7","1965","1966","","","1965","1966","1965","1966"
"WHITECOURT LO","ALBERTA","3067392","2634","","","54.03","-115.72","540200000","-1154300000","1200.9","1939","2011","","","1939","2011","1939","2007"
"WILDHAY","ALBERTA","3067542","2635","","","53.87","-117.55","535200000","-1173300000","1064","1989","2011","","","1989","2011","1989","2007"
"WILDWOOD","ALBERTA","3067560","2636","","","53.6","-115.22","533600000","-1151300000","799.5","1955","1959","","","1955","1959","1955","1959"
"WILDWOOD NORTH","ALBERTA","3067561","2637","","","53.73","-115.23","534400000","-1151400000","853.4","1969","1970","","","1969","1970","1969","1970"
"WILDWOOD SOUTH","ALBERTA","3067562","2638","","","53.57","-115.25","533400000","-1151500000","823","1969","1970","","","1969","1970","1969","1970"
"WINDFALL AFS","ALBERTA","3067586","27263","","","54.19","-116.25","541116000","-1161459000","808","1996","2011","","","1996","2011","1996","2007"
"WINEFRED LO","ALBERTA","3067590","2639","","","55.33","-110.2","552000000","-1101200000","743.7","1957","2008","","","1957","2008","1957","2007"
"WOLF LO","ALBERTA","3067620","2640","","","53.15","-115.9","530900000","-1155400000","1098.5","1956","1975","","","1956","1975","1956","1975"
"YELLOWHEAD LO","ALBERTA","3067680","2641","","","53.23","-117.15","531400000","-1170900000","1463","1957","2011","","","1957","2011","1957","2007"
"WILDWOOD NEWBERY","ALBERTA","3067NF0","2629","","","53.57","-115.32","533400000","-1151900000","853.4","1980","1998","","","1980","1998","1980","1998"
"PRAIRIE RIVER","ALBERTA","306A008","27845","71593","XPV","58.63","-111.68","583738020","-1114046020","211.8","1999","2009","1999","2009","1999","2009","1999","2007"
"HINTON VALLEY","ALBERTA","306A009","29926","","","53.4","-117.54","532413716","-1173215433","1010.77","2000","2019","","","2000","2019","2000","2007"
"CYNTHIA","ALBERTA","306A9E1","2453","","","53.25","-115.38","531500000","-1152300000","914.4","1969","1970","","","1969","1970","1969","1970"
"FREEMAN RIVER","ALBERTA","306BGCQ","2454","","","54.55","-115.3","543300000","-1151800000","821","1989","2011","","","1989","2011","1989","2007"
"HOPE LAKE","ALBERTA","306C344","2456","","","53.92","-114.8","535500000","-1144800000","670.6","1981","1988","","","1981","1988","1981","1988"
"HINTON BLUE LAKE CENTRE","ALBERTA","306CC41","2455","","","53.48","-117.8","532900000","-1174800000","1158.2","1983","1993","","","1983","1993","1983","1993"
"PRIMROSE LAKE 2","ALBERTA","306E304","10807","","WOU","54.79","-110.06","544720000","-1100335000","605.9","1992","2000","1994","2000","1992","2000","",""
"WILLOW CREEK 1","ALBERTA","306GE70","10930","71252","WWO","53.39","-118.35","532308000","-1182051000","1370","1993","2021","1994","2021","1993","2021","1996","2007"
"ETA LAKE","ALBERTA","306KD60","2457","","","53.2","-115.88","531200000","-1155300000","927","1989","2011","","","1989","2011","1989","2007"
"FORT ASSINIBOINE","ALBERTA","306KFE3","2458","","","54.37","-114.92","542200000","-1145500000","670.6","1969","1997","","","1969","1997","1969","1997"
"ADAIR LO","ALBERTA","3070043","2649","","","59.17","-118.33","591000000","-1182000000","365.8","1968","2011","","","1968","2011","1968","2007"
"AMBER LO","ALBERTA","3070230","2650","","","59.18","-119.45","591100000","-1192700000","579.1","1967","2011","","","1967","2011","1967","2007"
"ASSUMPTION","ALBERTA","3070310","2651","","","58.7","-118.68","584200000","-1184100000","304.8","1961","1970","","","1961","1970","1961","1970"
"ASSUMPTION","ALBERTA","3070311","2652","","","58.7","-118.72","584200000","-1184300000","335.3","1973","1975","","","1973","1975","1973","1975"
"ATIKAMEG","ALBERTA","3070400","2653","","","55.9","-115.65","555400000","-1153900000","650.7","1959","1959","","","1959","1959","1959","1959"
"BALD MOUNTAIN LO","ALBERTA","3070480","2654","","","54.82","-118.92","544900000","-1185500000","938.8","1954","2011","","","1954","2011","1954","2007"
"BALLATER","ALBERTA","3070493","2655","","","55.58","-117.21","553441003","-1171234002","563.8","1990","2014","","","1990","2014","1990","2007"
"BALLATER AGCM","ALBERTA","3070495","49048","","PBC","55.58","-117.24","553437000","-1171408000","560","2010","2021","2010","2021","2018","2021","",""
"BATTLE RIVER LO","ALBERTA","3070540","2657","","","57.48","-117.65","572900000","-1173900000","731.5","1955","2011","","","1955","2011","1955","2007"
"BEAVERLODGE CDA","ALBERTA","3070560","2658","","","55.2","-119.4","551200000","-1192400000","744.9","1913","2007","","","1913","2007","1913","2006"
"BEAVERLODGE REDLOW","ALBERTA","3070565","2659","","","55.33","-119.4","552000000","-1192400000","426.7","1912","1930","","","1912","1930","1912","1930"
"BEAVERLODGE CDA","ALBERTA","30705E9","10935","","","55.2","-119.4","551200000","-1192400000","745","1996","2002","1996","2002","1996","2002","",""
"BASSET LO","ALBERTA","30705LQ","2656","","","58.2","-118.22","581200000","-1181300000","755.3","1966","2011","","","1966","2011","1966","2007"
"BEAVERLODGE RCS","ALBERTA","3070600","30669","71230","WBM","55.2","-119.4","551148002","-1192347090","745","2001","2021","2001","2021","2001","2021","2001","2007"
"BERWYN","ALBERTA","3070640","2660","","","56.15","-117.75","560900000","-1174500000","654.7","1921","1958","","","1921","1958","1921","1958"
"BERWYN CDA","ALBERTA","3070642","2661","","","56.15","-117.68","560900000","-1174100000","626.4","1975","1993","","","1975","1993","1975","1993"
"BIRCH MOUNTAIN TOWER","ALBERTA","3070701","2662","","","58.1","-112.15","580600000","-1120900000","731","1976","1990","","","1976","1990","1976","1990"
"BISON LO","ALBERTA","3070703","2663","","","57.12","-116.5","570700000","-1163000000","731.5","1963","2011","","","1963","2011","1963","2007"
"BLUEBERRY CREEK","ALBERTA","3070718","6861","","","55.92","-119","555500000","-1190002000","621.8","1993","1996","","","1993","1996","1993","1996"
"BLUEBERRY MTN CDA EPF","ALBERTA","3070720","2664","","","55.93","-119.13","555600000","-1190800000","731.5","1955","1972","","","1955","1972","1955","1972"
"BROWNVALE AGCM","ALBERTA","3070800","47067","71283","PBN","56.12","-117.89","560704000","-1175311008","748","2008","2021","2008","2021","2008","2021","",""
"BUFFALO HEAD PRAIRIE","ALBERTA","3070960","2665","","","58.05","-116.27","580300000","-1161600000","335.3","1932","1959","","","1932","1959","1932","1959"
"BUFFALO LO","ALBERTA","3070970","2666","","","57.95","-116.22","575700000","-1161300000","792.5","1958","2011","","","1958","2011","1958","2007"
"CADOTTE LO","ALBERTA","3070995","2667","","","56.3","-116.43","561800000","-1162600000","731.5","1967","2011","","","1967","2011","1967","2007"
"BASNETT","ALBERTA","3070NLN","2648","","","57.37","-119.82","572200000","-1194900000","760","1989","2011","","","1989","2011","1989","2007"
"CAMBRIA LO","ALBERTA","3071150","2668","","","59.25","-110.8","591500000","-1104800000","327","1987","2011","","","1987","2011","1987","2007"
"CARIBOU MTN LO","ALBERTA","3071330","2669","","","59.52","-114.57","593100000","-1143400000","914.4","1976","1990","","","1976","1990","1976","1988"
"CARLSON'S LANDING LO","ALBERTA","3071331","2670","","","58.97","-111.8","585800000","-1114800000","243.8","1975","1990","","","1975","1990","1975","1990"
"CARLSON TOWER","ALBERTA","3071332","2671","","","58.92","-111.8","585500000","-1114800000","213.4","1968","1974","","","1968","1974","1968","1974"
"CHERRY MOUNTAIN TOWER","ALBERTA","3071521","2672","","","59.38","-112.38","592300000","-1122300000","305","1968","1981","","","1968","1981","1968","1981"
"CHINCHAGA LO","ALBERTA","3071550","2673","","","57.12","-118.33","570700000","-1182000000","762","1958","2011","","","1958","2011","1958","2007"
"CHIPEWYAN LAKES LO","ALBERTA","3071555","2674","","","57","-113.42","570000000","-1132500000","563.9","1967","2011","","","1967","2011","1967","2007"
"CLEAR HILLS LO","ALBERTA","3071660","2675","","","56.6","-119.42","563600000","-1192500000","932.7","1954","2011","","","1954","2011","1954","2007"
"CLEAR HILLS AGCM","ALBERTA","3071661","51838","","PCS","56.53","-117.93","563144058","-1175600068","672","2013","2021","2013","2021","2018","2021","",""
"CODESA LO","ALBERTA","3071677","2676","","","55.67","-118.08","554000000","-1180500000","792.5","1960","1992","","","1960","1992","1960","1992"
"COPTON LO","ALBERTA","3071860","2677","","","54.18","-119.4","541100000","-1192400000","1855.6","1960","2011","","","1960","2011","1960","2007"
"DEADWOOD","ALBERTA","3071955","2678","","","56.73","-117.47","564400000","-1172800000","518.2","1961","1965","","","1961","1965","1961","1965"
"DEADWOOD AGCM","ALBERTA","3071957","51839","","PDO","56.72","-117.54","564255042","-1173236060","551","2013","2021","2013","2021","2018","2021","",""
"DEADWOOD EXP ST","ALBERTA","3071960","2679","","","56.73","-117.45","564400000","-1172700000","","1953","1955","","","1953","1955","1953","1955"
"DEADWOOD LO","ALBERTA","3071965","2680","","","56.63","-117.35","563800000","-1172100000","609.6","1960","2011","","","1960","2011","1960","2007"
"DEADWOOD REINWOOD","ALBERTA","3071966","2681","","","56.58","-117.3","563500000","-1171800000","502.9","1973","1976","","","1973","1976","1973","1976"
"DEBOLT GOODWIN","ALBERTA","3072001","31207","","","55.26","-118.18","551533005","-1181044006","639.29","2001","2013","","","2001","2013","2001","2007"
"DEBOLT RS","ALBERTA","3072002","2682","","","54.93","-118.07","545600000","-1180400000","609.6","1962","1984","","","1962","1984","1962","1984"
"DEMMITT CDA EPF","ALBERTA","3072063","2683","","","55.45","-119.93","552700000","-1195600000","792.5","1969","1978","","","1969","1978","1969","1978"
"DOIG LO","ALBERTA","3072093","2684","","","56.97","-119.55","565800000","-1193300000","1219.2","1959","2011","","","1959","2011","1959","2007"
"DONNELLY","ALBERTA","3072096","2685","","","55.73","-117.1","554343007","-1170606008","602","1982","2008","","","1982","2008","1982","2007"
"DOUCETTE LO","ALBERTA","3072100","2686","","","55.82","-114.3","554900000","-1141800000","609.6","1956","1997","","","1956","1997","1956","1997"
"DUNVEGAN","ALBERTA","3072145","2687","","","55.93","-118.58","555600000","-1183500000","397.8","1880","1943","","","1880","1943","1880","1943"
"EAGLESHAM","ALBERTA","3072149","2688","","","55.77","-117.75","554600000","-1174500000","548.6","1980","1980","","","1980","1980","1980","1980"
"EAGLESHAM AGCM","ALBERTA","3072151","47071","71461","PEL","55.81","-117.89","554829002","-1175312000","563","2008","2021","2008","2021","2008","2021","",""
"ECONOMY LO","ALBERTA","3072160","2689","","","54.78","-118.23","544700000","-1181400000","800.1","1953","2011","","","1953","2011","1953","2007"
"EDRA LO","ALBERTA","3072235","2690","","","57.85","-113.25","575100000","-1131500000","609.6","1966","2011","","","1966","2011","1966","2007"
"EGG ISLAND","ALBERTA","3072246","31027","71404","XEL","58.98","-110.44","585853070","-1102622062","214.9","1993","2021","1993","2021","2001","2021","2005","2007"
"ELMWORTH","ALBERTA","3072320","2691","","","55.07","-119.67","550400000","-1194000000","746.8","1926","1953","","","1926","1953","1926","1953"
"ELMWORTH CDA EPF","ALBERTA","3072321","2692","","","55.05","-119.57","550300000","-1193400000","701","1967","1972","","","1967","1972","1967","1972"
"ELMWORTH CDA EPF","ALBERTA","3072322","2693","","","55.1","-119.75","550600000","-1194500000","754.4","1975","2008","","","1975","2008","1975","2007"
"EUREKA RIVER","ALBERTA","3072475","2694","","","56.48","-118.73","562900000","-1184400000","664.5","1962","2008","","","1962","2008","1962","2007"
"FAIRVIEW","ALBERTA","3072520","2695","","","56.07","-118.38","560400000","-1182300000","670","1931","1991","","","1931","1991","1931","1991"
"FAIRVIEW 2","ALBERTA","3072521","2696","","","55.97","-118.5","555800000","-1183000000","609.6","1957","1960","","","1957","1960","1957","1960"
"FAIRVIEW AGDM","ALBERTA","3072525","31469","71347","XFR","56.08","-118.44","560453006","-1182622005","654.55","1997","2021","1997","2021","2002","2021","2002","2007"
"FAIRVIEW FSA","ALBERTA","3072536","2697","","","56.07","-118.38","560400000","-1182300000","646.2","1956","1980","","","1956","1980","1956","1980"
"FAIRVIEW THREE FOX FARM","ALBERTA","3072539","6862","","","56.08","-118.53","560500000","-1183200000","603.5","1993","1999","","","1993","1999","1993","1999"
"FALHER","ALBERTA","3072600","2698","","","55.73","-117.2","554400000","-1171200000","582.2","1948","1979","","","1948","1979","1948","1979"
"FISH CREEK","ALBERTA","3072618","2699","","","55.47","-117.4","552800000","-1172400000","586.7","1970","1974","","","1970","1974","1970","1974"
"FOGGY LO","ALBERTA","3072635","2700","","","58.68","-114.98","584100000","-1145900000","883.9","1967","2011","","","1967","2011","1967","2007"
"FONTAS LO","ALBERTA","3072637","2701","","","57.78","-119.5","574700000","-1193000000","1036.3","1965","2011","","","1965","2011","1965","2007"
"FOOTNER LAKE HQ","ALBERTA","3072638","2702","","","58.62","-117.15","583700000","-1170900000","320","1967","1969","","","1967","1969","1967","1969"
"FORT CHIPEWYAN","ALBERTA","3072655","48975","71305","YPY","58.77","-111.12","584602000","-1110702000","238","2011","2021","2011","2021","2011","2021","",""
"FORT CHIPEWYAN","ALBERTA","3072657","2703","","","58.72","-111.15","584300000","-1110900000","227.7","1883","1967","1962","1967","1883","1967","1883","1967"
"FORT CHIPEWYAN A","ALBERTA","3072658","2704","","","58.77","-111.12","584600000","-1110700000","232","1967","2007","1967","2006","1967","2007","1967","2007"
"FORT CHIPEWYAN RCS","ALBERTA","3072659","50757","71056","PCH","58.77","-111.12","584602000","-1110702000","238","2012","2021","2012","2021","2012","2021","",""
"FORT CHIPEWYAN AWOS A","ALBERTA","3072662","31608","","PCP","58.77","-111.12","584602000","-1110702000","238","2006","2016","2006","2016","2006","2011","",""
"FORT VERMILION","ALBERTA","3072719","2705","","","58.45","-116.05","582700000","-1160300000","","1888","1917","","","1888","1917","1888","1917"
"FORT VERMILION CDA","ALBERTA","3072720","2706","","","58.38","-116.03","582300000","-1160200000","278.9","1908","1985","","","1908","1985","1908","1985"
"FORT VERMILION","ALBERTA","3072723","30495","71024","XFV","58.38","-116.04","582256300","-1160224600","289","2000","2021","2000","2021","2000","2021","2000","2007"
"FORT VERMILION","ALBERTA","3072730","2707","","","58.38","-116.05","582300000","-1160300000","282.9","1955","1968","1955","1968","1963","1963","1963","1963"
"FORT VERMILION RS","ALBERTA","3072732","2708","","","58.4","-116.03","582400000","-1160200000","246.9","1962","1989","","","1962","1989","1962","1989"
"FOX CREEK","ALBERTA","3072734","2709","","","54.4","-116.8","542400000","-1164800000","841.2","1973","1973","","","1973","1973","1973","1973"
"FOX CREEK RS","ALBERTA","3072735","2710","","","54.4","-116.93","542400000","-1165600000","841.2","1966","1999","","","1966","1999","1966","1999"
"GARDEN RIVER","ALBERTA","3072768","2711","","","58.72","-113.9","584300000","-1135400000","243.8","1973","1974","","","1973","1974","1973","1974"
"GIFT LAKE LO","ALBERTA","3072783","2712","","","55.9","-115.75","555400000","-1154500000","678","1989","2011","","","1989","2011","1989","2007"
"GOODFARE CDA EPF","ALBERTA","3072840","2714","","","55.27","-119.77","551600000","-1194600000","762","1929","1978","","","1929","1978","1929","1978"
